1	1	2	2
1.10616	1.09143	2.10665	2.08796
1.18407	1.17594	2.16911	2.15294
1.31616	1.26424	2.2808	2.21318
1.37832	1.33117	2.30973	2.24064
1.53286	1.42649	2.38901	2.23411
1.57743	1.46517	2.34124	2.20826
1.72403	1.54246	2.42577	2.16892
1.75913	1.56467	2.30323	2.09067
1.93477	1.64564	2.37868	2.02703
1.97575	1.65839	2.1986	1.91744
2.21609	1.80418	2.20452	1.75595
2.07128	1.80937	2.14953	1.59192
2.34553	1.8355	2.0879	1.50069
1.94867	1.76791	2.21965	1.34905
2.31566	1.72664	2.0588	1.27563
1.77811	1.63073	2.22267	1.06091
2.26435	1.56344	1.94375	0.990074
1.60642	1.44863	2.15322	0.726833
2.16393	1.32949	1.78287	0.673129
1.38755	1.18736	2.03627	0.396495
2.00242	1.03669	1.64618	0.399984
1.15859	0.889543	1.90172	0.0868048
1.77485	0.674838	1.51	0.154785
0.882207	0.508116	1.78389	-0.152157
1.42377	0.165498	1.45576	0.00764557
0.633607	0.0323422	1.54215	-0.352501
1.06702	-0.414199	1.37992	-0.0507695
0.339781	-0.50295	1.33775	-0.461498
0.807862	-1.02692	1.16673	-0.0326676
-0.0130071	-1.12425	1.20913	-0.403515
0.47472	-1.69903	1.04588	0.129165
-0.365552	-1.74345	1.11827	-0.238004
0.101434	-2.36669	1.00361	0.382079
-0.7509	-2.34453	1.1233	0.0311172
-0.342599	-3.04231	1.06003	0.742
-1.18506	-2.95048	1.20234	0.39021
-0.830086	-3.71613	1.22825	1.2189
-1.64801	-3.561	1.36814	0.857211
-1.37588	-4.40824	1.52841	1.81918
-2.1145	-4.13979	1.6277	1.41311
-1.93595	-5.0458	1.92807	2.49213
-2.56861	-4.65398	1.96464	2.0226
-2.52212	-5.63607	2.39932	3.16654
-3.00882	-5.09487	2.29696	2.60083
-3.09035	-6.1396	2.92903	3.8594
-3.40365	-5.431	2.69254	3.20543
-3.62523	-6.54468	3.5009	4.55358
-3.74262	-5.66942	3.10631	3.77248
-4.11547	-6.84994	4.06819	5.18036
-4.02203	-5.78892	3.52826	4.28729
-4.51427	-7.00151	4.64576	5.73476
-4.20812	-5.75804	3.90308	4.69113
-4.83157	-7.00796	5.18088	6.17814
-4.28002	-5.56874	4.22512	4.98445
-5.04766	-6.85533	5.65841	6.50012
-4.22292	-5.2335	4.47757	5.15645
-5.18169	-6.58235	6.07467	6.71095
-4.05582	-4.76347	4.64424	5.18643
-5.20854	-6.17716	6.37196	6.74304
-3.76011	-4.14434	4.66569	5.04929
-5.10784	-5.63662	6.59507	6.646
-3.3495	-3.40812	4.57481	4.76549
-4.9174	-5.01207	6.70243	6.39826
-2.85602	-2.61446	4.3562	4.31408
-4.64926	-4.33181	6.67945	5.99756
-2.26457	-1.75483	4.03426	3.75217
-4.26721	-3.57344	6.5531	5.48931
-1.57389	-0.847902	3.60242	3.09713
-3.83412	-2.80936	6.34301	4.92253
-0.821826	0.0623432	3.10364	2.41212
-3.32736	-2.02251	6.08153	4.35198
0.0251661	1.00258	2.5779	1.72181
-2.76514	-1.25374	5.74168	3.73878
0.880156	1.87942	2.03445	1.06287
-2.19398	-0.546155	5.40125	3.15512
1.72696	2.6487	1.45231	0.410257
-1.68469	0.0113248	5.0303	2.58775
2.51698	3.25313	0.853921	-0.22851
-1.24803	0.388428	4.61831	2.03191
3.20301	3.64944	0.254901	-0.810945
-0.957991	0.543105	4.2327	1.55738
3.77626	3.85731	-0.303469	-1.29018
-0.775293	0.52647	3.88988	1.17426
4.23354	3.8903	-0.818017	-1.66734
-0.698502	0.329104	3.6011	0.899385
4.54044	3.72986	-1.29444	-1.97946
-0.740933	-0.0386539	3.29047	0.648173
4.69183	3.39249	-1.74354	-2.2125
-0.906159	-0.538649	3.05686	0.510934
4.73036	2.93868	-2.11434	-2.32049
-1.18207	-1.13563	2.89106	0.493658
4.65095	2.38506	-2.37325	-2.27679
-1.57903	-1.8323	2.83736	0.631839
4.43796	1.72017	-2.51149	-2.07289
-2.10682	-2.63051	2.88145	0.929507
4.10348	0.964369	-2.50308	-1.67253
-2.73467	-3.49581	3.0623	1.39194
3.69923	0.180656	-2.38432	-1.1447
-3.42158	-4.35867	3.34515	1.97235
3.24065	-0.61093	-2.16665	-0.514462
-4.17531	-5.23382	3.74041	2.66213
2.7337	-1.36643	-1.82549	0.221609
-4.91143	-6.02274	4.22379	3.42753
2.2285	-2.02988	-1.3836	1.02474
-5.60742	-6.69099	4.76812	4.21965
1.73311	-2.60687	-0.865804	1.85431
-6.27678	-7.2656	5.35585	5.01564
1.25408	-3.07192	-0.284736	2.68131
-6.85906	-7.68213	5.98658	5.80385
0.827459	-3.40089	0.364404	3.50006
-7.3584	-7.95527	6.63114	6.54723
0.464458	-3.58913	1.04009	4.27771
-7.74681	-8.05291	7.28026	7.23319
0.214395	-3.60438	1.70734	4.98654
-8.01536	-7.98386	7.90363	7.84585
0.0663892	-3.47073	2.37364	5.60779
-8.16276	-7.77846	8.46397	8.32429
-0.0189853	-3.2336	2.98643	6.08842
-8.1983	-7.42967	8.93946	8.63892
0.0406198	-2.81138	3.50965	6.38348
-8.07694	-6.9015	9.28217	8.75156
0.211434	-2.26914	3.91587	6.47626
-7.854	-6.26754	9.47923	8.6601
0.514583	-1.5995	4.20985	6.40101
-7.48725	-5.52059	9.54763	8.40402
0.900302	-0.870109	4.40582	6.16922
-7.04541	-4.72712	9.47007	7.93886
1.34579	-0.0930956	4.40576	5.69023
-6.47957	-3.84508	9.1932	7.25688
1.87786	0.731456	4.25224	5.04267
-5.86941	-2.96007	8.77964	6.43608
2.45156	1.55156	4.00045	4.29179
-5.19722	-2.08115	8.26249	5.51206
3.056	2.31925	3.64583	3.44712
-4.53989	-1.30163	7.6507	4.51214
3.64441	3.00521	3.1656	2.50438
-3.85835	-0.626306	6.90516	3.45821
4.14302	3.50961	2.63146	1.56387
-3.25833	-0.127813	6.09751	2.42086
4.56145	3.84549	2.03391	0.64711
-2.7174	0.233921	5.24315	1.42915
4.91539	4.03813	1.40947	-0.178881
-2.27995	0.413787	4.41537	0.566766
5.14322	4.03305	0.8198	-0.865122
-1.96139	0.401121	3.6469	-0.142173
5.24173	3.83827	0.293538	-1.39818
-1.77418	0.206799	2.94186	-0.690968
5.22646	3.50092	-0.144759	-1.75325
-1.69514	-0.134184	2.33866	-1.05616
5.05277	2.98455	-0.505517	-1.96503
-1.78389	-0.646806	1.80346	-1.28238
4.75605	2.33615	-0.773004	-2.02142
-1.97769	-1.27759	1.40112	-1.31144
4.33516	1.57552	-0.894748	-1.8793
-2.27155	-2.00022	1.12187	-1.17685
3.82317	0.737966	-0.907854	-1.58698
-2.64941	-2.77921	0.989687	-0.861732
3.22277	-0.152282	-0.765992	-1.10627
-3.10936	-3.59325	1.00169	-0.378351
2.55638	-1.06415	-0.499198	-0.485362
-3.64697	-4.43592	1.15521	0.263143
1.8578	-1.94731	-0.0963766	0.271046
-4.19067	-5.22125	1.42715	1.01925
1.13674	-2.78329	0.449692	1.14647
-4.78164	-5.96163	1.82677	1.862
0.419327	-3.54129	1.07704	2.05959
-5.38485	-6.62094	2.30694	2.7231
-0.272627	-4.18506	1.7569	2.97578
-5.94482	-7.14779	2.84232	3.57365
-0.913105	-4.6872	2.45762	3.86018
-6.42409	-7.49454	3.40834	4.38393
-1.40959	-4.95688	3.15036	4.65929
-6.77795	-7.62518	3.97469	5.1101
-1.7807	-5.02256	3.82184	5.35399
-7.02337	-7.57898	4.53329	5.73473
-2.03486	-4.91083	4.46698	5.94285
-7.14353	-7.33586	5.05663	6.22517
-2.12481	-4.57463	4.9838	6.33627
-7.09043	-6.89021	5.50103	6.55401
-2.08084	-4.06032	5.42116	6.5759
-6.88097	-6.25339	5.84598	6.71948
-1.8487	-3.33404	5.77358	6.65976
-6.4889	-5.43544	6.10853	6.71862
-1.48251	-2.47215	6.00328	6.55282
-5.95581	-4.5044	6.24954	6.52687
-0.992238	-1.51255	6.08288	6.24732
-5.29529	-3.48964	6.24134	6.15127
-0.399567	-0.491263	6.03453	5.78873
-4.53467	-2.41496	6.10448	5.63752
0.28485	0.563849	5.86466	5.19546
-3.71392	-1.34897	5.82943	4.97949
1.01829	1.59244	5.56067	4.46461
-2.85551	-0.325945	5.42901	4.20702
1.7871	2.57316	5.11701	3.63221
-1.9591	0.65078	4.93365	3.37188
2.56102	3.45276	4.58388	2.77075
-1.11533	1.46698	4.36359	2.53084
3.26827	4.15174	3.99413	1.91604
-0.364384	2.06996	3.75237	1.7114
3.86612	4.63181	3.34676	1.08742
0.290037	2.46893	3.12647	0.954386
4.39405	4.93385	2.6962	0.352668
0.864265	2.67116	2.54917	0.34314
4.78066	4.99512	2.10053	-0.242275
1.26676	2.6199	2.01357	-0.13482
5.0111	4.83273	1.55971	-0.697012
1.52858	2.36336	1.56619	-0.461692
5.10063	4.46981	1.08801	-1.00264
1.63074	1.8872	1.19275	-0.64031
5.0023	3.85435	0.707205	-1.16161
1.52112	1.15951	0.899535	-0.679212
4.73965	3.03917	0.415105	-1.17129
1.22411	0.233646	0.732888	-0.545609
4.28147	2.02654	0.257993	-1.00088
0.736636	-0.873252	0.699625	-0.240065
3.64952	0.880599	0.216024	-0.680524
0.104954	-2.07074	0.776231	0.196
2.89373	-0.339137	0.276075	-0.237873
-0.665308	-3.32561	0.968207	0.751834
2.06155	-1.56861	0.430803	0.310759
-1.52985	-4.59459	1.27214	1.42287
1.1611	-2.77746	0.694672	0.952073
-2.4536	-5.80316	1.65575	2.15111
0.260105	-3.88388	1.01848	1.64561
-3.39113	-6.90393	2.14357	2.93887
-0.611683	-4.85604	1.38969	2.35775
-4.28531	-7.84371	2.69429	3.74068
-1.40918	-5.63908	1.82004	3.08542
-5.10185	-8.58151	3.31434	4.54622
-2.10092	-6.2163	2.26254	3.78518
-5.81766	-9.11278	3.97828	5.33928
-2.67446	-6.57096	2.71586	4.43838
-6.3852	-9.40958	4.64033	6.08573
-3.13124	-6.71608	3.18041	5.04048
-6.82851	-9.5058	5.28068	6.74356
-3.47093	-6.6659	3.61388	5.54514
-7.12076	-9.36859	5.89932	7.31229
-3.6194	-6.34652	4.02692	5.95237
-7.22269	-8.95987	6.44634	7.73704
-3.5812	-5.7733	4.36601	6.22496
-7.15863	-8.33083	6.9434	8.04535
-3.37562	-5.00221	4.63552	6.38103
-6.93585	-7.53089	7.37507	8.23159
-3.01999	-4.08006	4.81217	6.39424
-6.56037	-6.57064	7.71222	8.26743
-2.46553	-2.99364	4.87755	6.25084
-6.03607	-5.50564	7.96248	8.188
-1.78582	-1.8218	4.87787	6.00495
-5.38258	-4.3645	8.11532	7.98062
-0.992315	-0.604774	4.78113	5.63653
-4.65706	-3.2081	8.15756	7.64222
-0.119891	0.624825	4.56843	5.14379
-3.83811	-2.03113	8.05689	7.1898
0.831876	1.8413	4.25724	4.5867
-2.98268	-0.913967	7.88837	6.70236
1.78981	2.97312	3.894	4.0149
-2.12796	0.0937681	7.66475	6.18598
2.71693	3.97333	3.4947	3.43545
-1.30646	0.962852	7.40557	5.66183
3.5959	4.80811	3.05367	2.87059
-0.562016	1.6447	7.14851	5.1993
4.40335	5.46206	2.60449	2.35074
0.109969	2.15369	6.84984	4.75813
5.14449	5.9439	2.13076	1.85943
0.667838	2.44404	6.53745	4.36572
5.73706	6.19255	1.67323	1.44369
1.09904	2.514	6.2419	4.05399
6.19156	6.20843	1.25858	1.11926
1.36818	2.35109	5.95566	3.82168
6.48907	6.00293	0.887625	0.905874
1.47506	1.97934	5.74184	3.70815
6.64161	5.61558	0.585016	0.803614
1.41531	1.41117	5.57112	3.69813
6.60238	4.99772	0.371279	0.826012
1.12574	0.604543	5.47767	3.78929
6.36995	4.18489	0.202303	0.947153
0.680707	-0.362193	5.48445	4.01535
5.97212	3.21951	0.130953	1.18819
0.0666474	-1.46094	5.56331	4.34494
5.43896	2.15155	0.151251	1.54775
-0.684077	-2.63903	5.73558	4.78444
4.81294	1.05253	0.262633	2.01201
-1.51136	-3.81587	6.00653	5.32864
4.12981	-0.0388964	0.465158	2.57483
-2.43651	-4.99954	6.37013	5.96403
3.36352	-1.13208	0.764575	3.21648
-3.44193	-6.18899	6.82791	6.64974
2.52617	-2.19331	1.11962	3.8696
-4.45516	-7.29623	7.33956	7.33378
1.69745	-3.14591	1.52514	4.52857
-5.45223	-8.26251	7.91835	8.04827
0.929095	-3.93529	2.00439	5.21485
-6.40667	-9.07474	8.54111	8.77331
0.22135	-4.54586	2.54455	5.87786
-7.2556	-9.65887	9.14937	9.42786
-0.35315	-4.91961	3.08067	6.46343
-7.97854	-9.98815	9.73175	9.98715
-0.75147	-5.02987	3.61025	6.9826
-8.54325	-10.0642	10.2815	10.462
-0.96735	-4.86991	4.11233	7.40467
-8.92264	-9.89524	10.7613	10.8169
-1.03824	-4.49967	4.57913	7.70811
-9.13686	-9.48426	11.1404	11.0127
-0.905074	-3.86451	4.95624	7.85767
-9.14214	-8.83003	11.4358	11.0662
-0.607091	-3.04347	5.24858	7.88476
-8.96056	-7.99025	11.669	11.0096
-0.118997	-2.0418	5.44277	7.74332
-8.59286	-6.98149	11.7297	10.7327
0.537851	-0.884928	5.51398	7.44118
-8.04484	-5.82996	11.6897	10.3242
1.32606	0.341641	5.45389	6.98106
-7.38974	-4.64875	11.4952	9.74627
2.19427	1.57052	5.25512	6.38108
-6.65877	-3.46588	11.1866	9.06127
3.14158	2.80178	4.94853	5.68723
-5.83693	-2.28478	10.7645	8.27761
4.13531	3.97933	4.52799	4.89817
-4.99401	-1.19076	10.2631	7.4331
5.16453	5.0673	4.02064	4.06553
-4.14152	-0.206331	9.70563	6.59999
6.16423	5.99584	3.49237	3.26775
-3.36161	0.570614	9.08383	5.78426
7.04811	6.68713	2.92039	2.52237
-2.69213	1.1156	8.4904	5.05112
7.79907	7.13373	2.33123	1.8426
-2.1587	1.40932	7.90544	4.40387
8.38501	7.3235	1.76382	1.24965
-1.76245	1.46604	7.33105	3.84856
8.79832	7.25147	1.2403	0.768434
-1.54691	1.26201	6.78666	3.40453
9.03489	6.92059	0.785716	0.427647
-1.52385	0.808617	6.32444	3.11813
9.1067	6.38549	0.437055	0.249464
-1.64599	0.17372	5.96827	2.98871
9.02547	5.68531	0.196457	0.235712
-1.90677	-0.612276	5.71419	2.99939
8.77893	4.81675	0.0303795	0.333608
