1	1	2	2	
1.10677	1.05277	2.09823	1.94923	
1.07057	1.00397	1.91464	1.79026	
1.05932	0.869292	1.87615	1.54266	
0.882988	0.629196	1.53065	1.18417	
0.748091	0.314456	1.34515	0.747542	
0.434262	-0.102453	0.826683	0.198916	
0.194315	-0.56736	0.471222	-0.426488	
-0.162495	-1.0773	-0.311431	-1.21074	
-0.630637	-1.75112	-0.706476	-1.92232	
-1.19564	-2.49099	-1.57319	-2.75409	
-1.87824	-3.32095	-2.00304	-3.54883	
-2.6774	-4.27992	-2.90185	-4.37685	
-3.16319	-4.91741	-3.74874	-5.53787	
-4.02932	-5.9245	-4.81081	-6.46261	
-4.61752	-6.63692	-5.7372	-7.64999	
-5.56086	-7.71024	-6.90761	-8.57717	
-6.28931	-8.50384	-7.82955	-9.70797	
-7.29243	-9.60268	-9.07412	-10.5995	
-8.136	-10.4394	-9.9648	-11.634	
-9.17217	-11.5239	-11.2538	-12.4515	
-10.1059	-12.3643	-12.0824	-13.3535	
-11.1463	-13.395	-13.3854	-14.0618	
-12.1434	-14.2004	-14.1217	-14.7993	
-13.1579	-15.1394	-15.4093	-15.368	
-14.1903	-15.8734	-16.0249	-15.9148	
-15.1487	-16.6857	-17.2697	-16.3201	
-16.188	-17.3153	-17.7397	-16.6571	
-17.0607	-17.97	-18.918	-16.8826	
-18.0795	-18.4665	-19.222	-16.9986	
-18.8387	-18.9382	-20.3144	-17.0358	
-19.8111	-19.279	-20.4375	-16.928	
-20.4323	-19.5493	-21.4297	-16.7762	
-21.3365	-19.7192	-21.362	-16.4493	
-21.7994	-19.778	-22.2448	-16.1151	
-22.6182	-19.7702	-21.9819	-15.5813	
-22.9081	-19.6156	-22.7516	-15.0787	
-23.6295	-19.431	-22.2951	-14.3575	
-23.737	-19.0689	-22.9539	-13.7077	
-24.3543	-18.7164	-22.3115	-12.8258	
-24.2759	-18.1601	-22.8676	-12.0566	
-24.7882	-17.6557	-22.0531	-11.0465	
-24.5263	-16.9257	-22.52	-10.191	
-24.938	-16.2917	-21.5528	-9.09005	
-24.5011	-15.4148	-21.949	-8.18531	
-24.8222	-14.6795	-20.8532	-7.034	
-24.224	-13.6877	-21.2013	-6.11946	
-24.4695	-12.8838	-20.0048	-4.96	
-23.7289	-11.8131	-20.3306	-4.07587	
-23.918	-10.9766	-19.0643	-2.95045	
-23.0583	-9.86565	-19.3957	-2.13606	
-23.214	-9.03423	-18.0921	-1.08521	
-22.2618	-7.92278	-18.4576	-0.377421	
-22.4095	-7.13447	-17.1496	0.56157	
-21.3938	-6.0618	-17.5777	1.12991	
-21.5607	-5.3533	-16.2975	1.92442	
-20.5117	-4.35674	-16.8148	2.32581	
-20.7253	-3.76195	-15.5925	2.94918	
-19.6735	-2.87539	-16.2233	3.16259	
-19.9606	-2.42405	-15.086	3.59513	
-18.9353	-1.6766	-15.8504	3.6069	
-19.3211	-1.39307	-14.8209	3.8366	
-18.3494	-0.807956	-15.7349	3.64101	
-18.8559	-0.710158	-14.8312	3.66401	
-17.9617	-0.303821	-15.9052	3.26351	
-18.6072	-0.402513	-15.1397	3.08418	
-17.8102	-0.183921	-16.3784	2.48931	
-18.6084	-0.4821	-15.7576	2.11991	
-17.9232	-0.452327	-17.1601	1.34879	
-18.8819	-0.944582	-16.6848	0.808461	
-18.3166	-1.09629	-18.2449	-0.114392	
-19.4354	-1.76398	-17.9125	-0.805465	
-18.9838	-2.07733	-19.6271	-1.85452	
-20.2884	-2.89428	-19.3974	-2.6709	
-19.9018	-3.32845	-21.2944	-3.82986	
-21.4042	-4.28964	-21.1298	-4.71432	
-21.1145	-4.89506	-23.1463	-5.86623	
-22.8656	-6.01592	-22.9604	-6.73281	
-22.6068	-6.70542	-25.1221	-7.89152	
-24.5659	-7.92703	-24.9115	-8.72328	
-24.3194	-8.64798	-27.1893	-9.86424	
-26.4572	-9.92671	-26.9325	-10.6265	
-26.2007	-10.6379	-29.2952	-11.713	
-28.4851	-11.9299	-28.9689	-12.3721	
-28.1956	-12.5914	-31.3827	-13.3684	
-30.5913	-13.8532	-30.9641	-13.8942	
-30.245	-14.4257	-33.3945	-14.7694	
-32.7129	-15.6146	-32.8642	-15.1375	
-32.2855	-16.0595	-35.2784	-15.8681	
-34.7824	-17.1341	-34.6237	-16.0623	
-34.2508	-17.4197	-36.9912	-16.6287	
-36.7353	-18.3445	-36.2014	-16.6388	
-36.0803	-18.4506	-38.493	-17.0223	
-38.5185	-19.1996	-37.5567	-16.8418	
-37.7231	-19.1131	-39.7487	-17.0313	
-40.0864	-19.6684	-38.6572	-16.6607	
-39.1364	-19.382	-40.7321	-16.654	
-41.4008	-19.7336	-39.4818	-16.1013	
-40.2865	-19.2472	-41.4279	-15.9049	
-42.4336	-19.3933	-40.0205	-15.1853	
-41.1505	-18.7147	-41.8321	-14.8134	
-43.1675	-18.6618	-40.2748	-13.9487	
-41.7172	-17.8062	-41.952	-13.4224	
-43.5972	-17.5687	-40.2579	-12.4407	
-41.9871	-16.5586	-41.8062	-11.7867	
-43.7293	-16.1578	-39.9936	-10.7212	
-41.9729	-15.0222	-41.4239	-9.97099	
-43.5823	-14.4855	-39.5158	-8.85882	
-41.6984	-13.2588	-40.8436	-8.04724	
-43.1856	-12.6184	-38.8671	-6.92778	
-41.1983	-11.3391	-40.1115	-6.0916	
-42.5783	-10.631	-38.097	-5.00527	
-40.5158	-9.34018	-39.2801	-4.18158	
-41.8081	-8.60228	-37.2597	-3.16815	
-39.7017	-7.34208	-38.4056	-2.39286	
-40.9288	-6.61289	-36.4125	-1.48994	
-38.8123	-5.42492	-37.5458	-0.796296	
-39.9984	-4.74181	-35.613	-0.0378568	
-37.9065	-3.66552	-36.758	0.544925	
-39.0771	-3.06319	-34.9171	1.1298	
-37.0442	-2.13438	-36.0966	1.57775	
-38.2242	-1.64344	-34.3767	1.96602	
-36.2834	-0.892799	-35.6111	2.26133	
-37.4963	-0.538436	-34.0375	2.4368	
-35.6778	0.00964332	-35.344	2.56858	
-36.9447	0.208839	-33.9376	2.52243	
-35.2746	0.537374	-35.3296	2.48693	
-36.6132	0.570518	-34.106	2.21766	
-35.1115	0.671039	-35.5936	2.01804	
-36.5362	0.536218	-34.5616	1.53073	
-35.2135	0.410308	-36.1534	1.17569	
-36.74	0.111272	-35.3096	0.485187	
-35.5972	-0.230921	-37.013	-0.00997744	
-37.2389	-0.689979	-36.3445	-0.874551	
-36.2777	-1.24061	-38.1543	-1.4781	
-38.0405	-1.84715	-37.6444	-2.4826	
-37.265	-2.60385	-39.5412	-3.14476	
-39.163	-3.34564	-39.1539	-4.24318	
-38.5558	-4.27045	-41.1295	-4.93932	
-40.576	-5.11362	-40.845	-6.09809	
-40.1186	-6.16249	-42.8823	-6.8017	
-42.2405	-7.06826	-42.6799	-7.98563	
